Date,HDFCBANK.NS,ICICIBANK.NS
2019-04-01,542.8306274414062,384.24365234375
2019-04-02,538.8506469726562,383.1823425292969
2019-04-03,538.3575439453125,378.3099670410156
2019-04-04,536.2911376953125,375.0777893066406
2019-04-05,541.3749389648438,376.814453125
2019-04-08,537.5709228515625,373.48583984375
2019-04-09,537.0661010742188,383.1823425292969
2019-04-10,525.34912109375,380.3361511230469
2019-04-11,530.0806274414062,376.33203125
2019-04-12,531.900390625,380.7220458984375
2019-04-15,537.4299926757812,378.9371032714844
2019-04-16,541.2457275390625,392.6859130859375
2019-04-18,538.5689697265625,390.1773681640625
2019-04-22,532.7103881835938,380.62554931640625
2019-04-23,527.2159423828125,382.5552062988281
2019-04-24,535.3051147460938,386.993408203125
2019-04-25,531.4776611328125,381.493896484375
2019-04-26,535.5867919921875,392.87890625
2019-04-30,544.1573486328125,393.1683044433594
2019-05-02,553.1622924804688,381.63861083984375
2019-05-03,556.01513671875,387.6688232421875
2019-05-06,546.7401733398438,387.1863708496094
2019-05-07,545.307861328125,372.90692138671875
2019-05-08,541.7623291015625,368.7581481933594
2019-05-09,537.9231567382812,367.9862365722656
2019-05-10,539.2380981445312,371.55615234375
2019-05-13,537.0543212890625,363.0656433105469
2019-05-14,537.2188110351562,367.0214538574219
2019-05-15,536.93701171875,363.789306640625
2019-05-16,542.5606689453125,369.0475769042969
2019-05-17,554.6416625976562,375.994384765625
2019-05-20,571.1369018554688,393.3613586425781
2019-05-21,564.4095458984375,386.0768127441406
2019-05-22,564.8909912109375,391.0939636230469
2019-05-23,547.5973510742188,396.4005432128906
2019-05-24,557.2831420898438,416.5654602050781
2019-05-27,565.5015258789062,420.18359375
2019-05-28,567.3446655273438,419.02581787109375
2019-05-29,567.509033203125,408.4126281738281
2019-05-30,572.8275146484375,411.2107238769531
2019-05-31,569.4931640625,408.7986145019531
2019-06-03,576.9484252929688,408.0267333984375
2019-06-04,575.8213500976562,404.36041259765625
2019-06-06,569.0236206054688,397.07586669921875
2019-06-07,574.7293701171875,401.9483337402344
2019-06-10,572.9800415039062,401.4659118652344
2019-06-11,574.9055786132812,406.53125
2019-06-12,569.8923950195312,403.299072265625
2019-06-13,574.0366821289062,404.8428039550781
2019-06-14,571.7825927734375,403.057861328125
2019-06-17,568.7066040039062,399.6327209472656
2019-06-18,567.5911865234375,407.3031005859375
2019-06-19,570.1976928710938,405.0357666015625
2019-06-20,573.26904296875,418.1574401855469
2019-06-21,570.3983764648438,415.6488952636719
2019-06-24,571.284423828125,414.3463439941406
2019-06-25,573.8242797851562,418.39862060546875
2019-06-26,583.0859985351562,423.2228088378906
2019-06-27,581.762939453125,425.4419250488281
2019-06-28,577.380126953125,421.72735595703125
2019-07-01,587.2562866210938,423.56048583984375
2019-07-02,589.4888916015625,421.38958740234375
2019-07-03,588.2247314453125,420.6177673339844
2019-07-04,586.8427124023438,420.8589782714844
2019-07-05,584.149169921875,421.0036926269531
2019-07-08,569.3115844726562,410.9212341308594
2019-07-09,562.1172485351562,413.4298095703125
2019-07-10,564.3853759765625,415.745361328125
2019-07-11,568.732666015625,411.5483703613281
2019-07-12,565.6021118164062,412.0307312011719
2019-07-15,565.802978515625,407.4478759765625
2019-07-16,564.9642944335938,409.6669616699219
2019-07-17,566.44091796875,409.7634582519531
2019-07-18,569.85498046875,403.92620849609375
2019-07-19,561.2902221679688,395.8698425292969
2019-07-22,542.7669067382812,397.9976806640625
2019-07-23,534.7927856445312,398.4329528808594
2019-07-24,538.9038696289062,395.0960998535156
2019-07-25,540.1206665039062,395.5797424316406
2019-07-26,538.0533447265625,402.1082458496094
2019-07-29,530.2565307617188,415.2619934082031
2019-07-30,532.134765625,411.39324951171875
2019-07-31,531.9929809570312,410.6678466796875
2019-08-01,526.1087036132812,403.3655700683594
2019-08-02,524.3446044921875,397.127197265625
2019-08-05,516.0331420898438,389.4381103515625
2019-08-06,518.3656005859375,396.7886962890625
2019-08-07,517.157958984375,394.9993591308594
2019-08-08,528.7963256835938,400.80255126953125
2019-08-09,540.36376953125,406.3638610839844
2019-08-13,525.7654418945312,396.7886962890625
2019-08-14,527.9201049804688,403.6073303222656
2019-08-16,527.505859375,405.2032470703125
2019-08-19,522.568603515625,409.5072021484375
2019-08-20,525.8245849609375,403.22052001953125
2019-08-21,527.0676879882812,398.5296325683594
2019-08-22,514.8135986328125,386.0045471191406
2019-08-23,512.1141967773438,382.42596435546875
2019-08-26,534.2425537109375,398.14276123046875
2019-08-27,535.1424560546875,404.8647155761719
2019-08-28,532.1943969726562,399.4001159667969
2019-08-29,527.3281860351562,391.1306457519531
2019-08-30,527.5648803710938,396.2083740234375
2019-09-03,523.5394287109375,379.2825927734375
2019-09-04,532.2535400390625,384.4570617675781
2019-09-05,529.2698974609375,376.2359313964844
2019-09-06,531.8154296875,378.5088806152344
2019-09-09,532.691650390625,382.4743347167969
2019-09-11,533.0941162109375,381.6521911621094
2019-09-12,537.7234497070312,389.4864196777344
2019-09-13,534.5504150390625,399.8352966308594
2019-09-16,531.4010009765625,398.6263427734375
2019-09-17,523.6342163085938,387.5036926269531
2019-09-18,518.0458984375,386.2463684082031
2019-09-19,521.44384765625,373.9147033691406
2019-09-20,568.115966796875,403.8008117675781
2019-09-23,595.4182739257812,431.6557922363281
2019-09-24,593.784423828125,426.4330139160156
2019-09-25,587.1068115234375,419.9528503417969
2019-09-26,588.432861328125,437.1204528808594
2019-09-27,589.2379760742188,434.4606628417969
2019-09-30,581.3053588867188,419.4692687988281
2019-10-01,591.41650390625,410.6678466796875
2019-10-03,579.4583740234375,413.27923583984375
2019-10-04,563.4274291992188,400.3189392089844
2019-10-07,562.1013793945312,402.4467468261719
2019-10-09,581.6368408203125,422.37078857421875
2019-10-10,568.5658569335938,409.7973937988281
2019-10-11,567.737060546875,414.48822021484375
2019-10-14,570.3890991210938,414.7784118652344
2019-10-15,579.2215576171875,417.6799621582031
2019-10-16,578.298095703125,421.0167541503906
2019-10-17,577.777099609375,426.1428527832031
2019-10-18,582.0394287109375,423.4347229003906
2019-10-22,586.9173583984375,436.3466796875
2019-10-23,588.0066528320312,440.16705322265625
2019-10-24,585.40185546875,439.82855224609375
2019-10-25,582.0394287109375,453.7077331542969
2019-10-27,586.1596069335938,454.1429138183594
2019-10-29,588.432861328125,461.7353515625
2019-10-30,591.203369140625,455.6903991699219
2019-10-31,582.6787719726562,447.856201171875
2019-11-01,587.2725830078125,447.0823974609375
2019-11-04,585.757080078125,455.061767578125
2019-11-05,587.0120849609375,452.9822998046875
2019-11-06,595.1341552734375,464.92706298828125
2019-11-07,598.472900390625,462.84759521484375
2019-11-08,594.6367797851562,473.38995361328125
2019-11-11,598.9701538085938,480.498779296875
2019-11-13,595.5603637695312,469.81134033203125
2019-11-14,603.303466796875,482.2880554199219
2019-11-15,605.1979370117188,483.4486999511719
2019-11-18,597.6915893554688,481.9979553222656
2019-11-19,602.3563842773438,477.30706787109375
2019-11-20,603.0430297851562,478.7578430175781
2019-11-21,607.7789306640625,481.9012145996094
2019-11-22,598.9701538085938,480.498779296875
2019-11-25,601.9774780273438,481.4659423828125
2019-11-26,603.84814453125,493.9427185058594
2019-11-27,605.4346923828125,488.913330078125
2019-11-28,599.2306518554688,502.115478515625
2019-11-29,603.80078125,495.7803039550781
2019-12-02,599.4437866210938,494.1361389160156
2019-12-03,594.5421142578125,492.636962890625
2019-12-04,592.7662353515625,511.8840026855469
2019-12-05,589.9010009765625,510.7716979980469
2019-12-06,590.1141357421875,507.5800476074219
2019-12-09,588.6460571289062,509.2242736816406
2019-12-10,591.7479858398438,511.35211181640625
2019-12-11,591.3927612304688,516.0429077148438
2019-12-12,598.425537109375,517.7837524414062
2019-12-13,598.5439453125,519.427978515625
2019-12-16,595.4656372070312,521.555908203125
2019-12-17,601.9774780273438,523.3935546875
2019-12-18,612.0411987304688,523.6353759765625
2019-12-19,610.3599853515625,522.4747314453125
2019-12-20,614.101318359375,528.1810913085938
2019-12-23,616.80078125,523.53857421875
2019-12-24,610.5258178710938,523.3451538085938
2019-12-26,601.6696166992188,521.0723876953125
2019-12-27,603.8244018554688,531.3728637695312
2019-12-30,607.210693359375,526.1016845703125
2019-12-31,602.4510498046875,521.2174682617188
2020-01-01,605.5293579101562,519.1378784179688
2020-01-02,609.38916015625,522.861572265625
2020-01-03,600.6987915039062,521.1690063476562
2020-01-06,587.6987915039062,508.4505615234375
2020-01-07,597.0048217773438,505.7424011230469
2020-01-08,595.4419555664062,508.6923522949219
2020-01-09,602.11962890625,528.37451171875
2020-01-10,607.4711303710938,522.5230712890625
2020-01-13,609.033935546875,520.92724609375
2020-01-14,610.6915283203125,519.9600830078125
2020-01-15,608.205078125,518.025634765625
2020-01-16,609.8153686523438,519.5248413085938
2020-01-17,605.3162841796875,514.5921020507812
2020-01-20,594.3052978515625,517.30029296875
2020-01-21,589.3089599609375,513.6249389648438
2020-01-22,587.6514282226562,505.6939697265625
2020-01-23,589.5457763671875,510.3849182128906
2020-01-24,589.4037475585938,516.3330688476562
2020-01-27,574.5567626953125,519.6214599609375
2020-01-28,579.2926025390625,510.86846923828125
2020-01-29,585.2835083007812,509.3210144042969
2020-01-30,580.642333984375,514.7372436523438
2020-01-31,580.7607421875,508.4022216796875
2020-02-03,564.8955688476562,498.633544921875
2020-02-04,582.4183349609375,513.383056640625
2020-02-05,589.4510498046875,521.4108276367188
2020-02-06,587.1541748046875,523.8287353515625
2020-02-07,588.290771484375,518.8477783203125
2020-02-10,587.3909912109375,516.4298095703125
2020-02-11,587.5330810546875,522.0394897460938
2020-02-12,591.51123046875,531.2760620117188
2020-02-13,587.9119262695312,523.2484741210938
2020-02-14,577.4692993164062,527.8909912109375
2020-02-17,576.4273681640625,523.8287353515625
2020-02-18,574.5804443359375,523.4419555664062
2020-02-19,581.1869506835938,526.9237670898438
2020-02-20,576.4036865234375,529.0515747070312
2020-02-24,573.0175170898438,512.46435546875
2020-02-25,568.4474487304688,513.5281982421875
2020-02-26,567.9501953125,506.5160827636719
2020-02-27,568.0448608398438,498.4400939941406
2020-02-28,557.720703125,480.9339904785156
2020-03-02,558.6442260742188,489.4936218261719
2020-03-03,559.6860961914062,497.8597717285156
2020-03-04,544.081298828125,491.6697998046875
2020-03-05,545.2653198242188,487.94610595703125
2020-03-06,537.474853515625,470.39166259765625
2020-03-09,524.40380859375,442.7301330566406
2020-03-11,527.4820556640625,450.37091064453125
2020-03-12,483.6752014160156,411.68341064453125
2020-03-13,506.64422607421875,432.52630615234375
2020-03-16,473.35107421875,389.67987060546875
2020-03-17,461.79547119140625,355.1996154785156
2020-03-18,415.2891540527344,343.3999328613281
2020-03-19,424.12158203125,327.4412841796875
2020-03-20,418.1069641113281,334.3567810058594
2020-03-23,365.39666748046875,274.6812438964844
2020-03-24,363.5733642578125,286.7710876464844
2020-03-25,405.7463684082031,306.5017395019531
2020-03-26,426.7499694824219,319.4136962890625
2020-03-27,428.3365173339844,328.69873046875
2020-03-30,393.85931396484375,303.1166076660156
2020-03-31,408.1853942871094,313.1269836425781
2020-04-01,392.9121398925781,300.9403991699219
2020-04-03,385.4294128417969,277.2442932128906
2020-04-07,424.38201904296875,315.3998718261719
2020-04-08,420.9721984863281,308.4844665527344
2020-04-09,438.0923767089844,331.4552001953125
2020-04-13,424.0268249511719,319.8005676269531
2020-04-15,408.84832763671875,316.60888671875
2020-04-16,416.63885498046875,330.77813720703125
2020-04-17,431.10699462890625,363.227294921875
2020-04-20,447.4694519042969,349.4448547363281
2020-04-21,436.4822082519531,320.961181640625
2020-04-22,439.7736511230469,324.92669677734375
2020-04-23,452.2527160644531,341.3688659667969
2020-04-24,444.2490539550781,323.8627624511719
2020-04-27,440.29461669921875,336.4845275878906
2020-04-28,441.0997314453125,348.04248046875
2020-04-29,462.7426452636719,358.2946472167969
2020-04-30,474.44024658203125,367.6763610839844
2020-05-04,437.1215515136719,326.957763671875
2020-05-05,431.651611328125,319.9940185546875
2020-05-06,448.2035217285156,330.19781494140625
2020-05-07,438.0687255859375,325.7004089355469
2020-05-08,439.9867858886719,326.6192626953125
2020-05-11,433.71173095703125,309.6451110839844
2020-05-12,426.96307373046875,310.66064453125
2020-05-13,439.32373046875,326.957763671875
2020-05-14,423.24542236328125,316.6571960449219
2020-05-15,420.6170349121094,312.1114196777344
2020-05-18,396.2272644042969,288.70550537109375
2020-05-19,393.3857116699219,290.4464111328125
2020-05-20,405.912109375,295.6208801269531
2020-05-21,407.0723876953125,294.4118957519531
2020-05-22,397.26910400390625,281.4999694824219
2020-05-26,403.686279296875,283.0957946777344
2020-05-27,427.9576110839844,308.3877258300781
2020-05-28,447.6589050292969,316.1252746582031
2020-05-29,450.6898498535156,321.0578918457031
2020-06-01,467.739013671875,328.1183776855469
2020-06-02,474.0613708496094,336.9681701660156
2020-06-03,484.12518310546875,345.1408996582031
2020-06-04,474.39288330078125,336.4361877441406
2020-06-05,489.3819580078125,345.4794006347656
2020-06-08,481.11785888671875,347.9940490722656
2020-06-09,467.5732421875,337.11322021484375
2020-06-10,469.7280578613281,341.4172058105469
2020-06-11,458.7171325683594,330.0527648925781
2020-06-12,465.4184265136719,332.9059753417969
2020-06-15,449.8373718261719,320.23583984375
2020-06-16,469.0413818359375,331.6969909667969
2020-06-17,463.7608947753906,330.7298278808594
2020-06-18,483.035888671875,340.4500427246094
2020-06-19,489.3819580078125,351.86279296875
2020-06-22,487.2034606933594,355.4897766113281
2020-06-23,493.6205749511719,363.8075866699219
2020-06-24,488.97943115234375,336.6780090332031
2020-06-25,487.2034606933594,339.4828186035156
2020-06-26,500.3218078613281,337.6451721191406
2020-06-29,509.604248046875,331.8420715332031
2020-06-30,504.7735595703125,339.9180908203125
2020-07-01,513.6533203125,352.1045837402344
2020-07-02,515.9265747070312,350.9439697265625
2020-07-03,508.6096496582031,349.15472412109375
2020-07-06,522.3673706054688,349.976806640625
2020-07-07,523.3856811523438,363.71087646484375
2020-07-08,525.8482666015625,356.8438720703125
2020-07-09,532.7626342773438,358.1979064941406
2020-07-10,523.3619384765625,348.5260009765625
2020-07-13,511.59320068359375,341.9975280761719
2020-07-14,501.4584045410156,334.211669921875
2020-07-15,498.759033203125,334.4534606933594
2020-07-16,503.2107849121094,333.3411865234375
2020-07-17,520.2125244140625,342.1909484863281
2020-07-20,536.5986328125,351.0890808105469
2020-07-21,539.2034301757812,366.3706359863281
2020-07-22,533.425537109375,368.59521484375
2020-07-23,535.3436279296875,379.3793029785156
2020-07-24,529.9920654296875,369.272216796875
2020-07-27,511.2380065917969,346.73675537109375
2020-07-28,514.624267578125,340.5467834472656
2020-07-29,504.18157958984375,339.5311584472656
2020-07-30,497.57501220703125,333.63134765625
2020-07-31,489.12152099609375,335.420654296875
2020-08-03,474.5350036621094,331.98712158203125
2020-08-04,493.3127746582031,339.4828186035156
2020-08-05,486.6351623535156,340.64349365234375
2020-08-06,492.86279296875,346.978515625
2020-08-07,494.35467529296875,346.2048034667969
2020-08-10,497.57501220703125,351.6210021972656
2020-08-11,505.15240478515625,355.29638671875
2020-08-12,503.7554016113281,354.8127136230469
2020-08-13,501.55316162109375,355.9734191894531
2020-08-14,489.90289306640625,349.5415954589844
2020-08-17,489.09783935546875,348.3809814453125
2020-08-18,500.3456115722656,357.4241638183594
2020-08-19,505.12872314453125,362.1634216308594
2020-08-20,501.52947998046875,355.6832580566406
2020-08-21,514.1506958007812,358.9716796875
2020-08-24,529.0213012695312,367.8697814941406
2020-08-25,530.2763061523438,373.6729431152344
2020-08-26,529.6842651367188,376.574462890625
2020-08-27,526.677001953125,379.3309631347656
2020-08-28,527.813720703125,396.25677490234375
2020-08-31,528.4529418945312,381.6521911621094
2020-09-01,533.8755493164062,378.1219787597656
2020-09-02,537.1196899414062,379.5244140625
2020-09-03,535.5803833007812,370.1910400390625
2020-09-04,530.0868530273438,360.32568359375
2020-09-07,525.9193115234375,361.1477966308594
2020-09-08,526.8427124023438,363.37237548828125
2020-09-09,519.2889404296875,355.53814697265625
2020-09-10,516.47119140625,358.5364685058594
2020-09-11,510.8354797363281,358.3429870605469
2020-09-14,501.0321960449219,351.76611328125
2020-09-15,506.9757080078125,359.3585205078125
2020-09-16,517.9393920898438,362.40521240234375
2020-09-17,513.1797485351562,356.8922424316406
2020-09-18,500.7243957519531,357.4241638183594
2020-09-21,496.9356689453125,339.19268798828125
2020-09-22,490.3528137207031,342.7712097167969
2020-09-23,495.9648132324219,340.30499267578125
2020-09-24,487.9848937988281,324.68487548828125
2020-09-25,494.4256591796875,337.2099609375
2020-09-28,499.2562561035156,351.0890808105469
2020-09-29,503.2107849121094,345.3343200683594
2020-09-30,510.8117980957031,343.1097717285156
2020-10-01,524.238037109375,357.0856628417969
2020-10-05,527.7426147460938,360.857666015625
2020-10-06,541.8318481445312,368.1116027832031
2020-10-07,550.4274291992188,370.0943298339844
2020-10-08,564.421875,374.7851867675781
2020-10-09,584.1943359375,388.3258056640625
2020-10-12,574.7698364257812,390.7921142578125
2020-10-13,567.5712890625,383.24810791015625
2020-10-14,573.751708984375,393.4518737792969
2020-10-15,553.7426147460938,378.17034912109375
2020-10-16,567.9974975585938,383.10302734375
2020-10-19,569.9866333007812,403.4139099121094
2020-10-20,579.6477661132812,400.9959411621094
2020-10-21,590.4218139648438,406.5089111328125
2020-10-22,584.075927734375,399.3517761230469
2020-10-23,585.259765625,403.26885986328125
2020-10-26,573.467529296875,391.17901611328125
2020-10-27,583.9810791015625,396.49853515625
2020-10-28,572.851806640625,383.0546569824219
2020-10-29,562.2434692382812,386.7782897949219
2020-10-30,560.5149536132812,379.7178649902344
2020-11-02,575.527587890625,403.7524719238281
2020-11-03,591.013916015625,429.2862243652344
2020-11-04,595.4893188476562,422.70928955078125
2020-11-05,601.07763671875,424.1117858886719
2020-11-06,619.2871704101562,428.2706298828125
2020-11-09,634.8681640625,447.5176696777344
2020-11-10,660.0156860351562,467.97369384765625
2020-11-11,658.2633666992188,470.5850830078125
2020-11-12,649.620361328125,461.0583190917969
2020-11-13,643.5111694335938,469.617919921875
2020-11-14,648.6732788085938,470.9236145019531
2020-11-17,667.0247192382812,470.4400329589844
2020-11-18,667.1432495117188,481.32086181640625
2020-11-19,650.8754272460938,463.04107666015625
2020-11-20,664.7515869140625,464.4434814453125
2020-11-23,660.465576171875,452.88555908203125
2020-11-24,681.114013671875,462.50909423828125
2020-11-25,664.3489990234375,457.1895751953125
2020-11-26,675.6441040039062,459.7042236328125
2020-11-27,682.368896484375,457.8182373046875
2020-12-01,678.7933349609375,469.1827087402344
2020-12-02,666.3142700195312,464.6852722167969
2020-12-03,652.2250366210938,466.03936767578125
2020-12-04,656.2031860351562,485.5765380859375
2020-12-07,649.8809204101562,493.7008972167969
2020-12-08,651.7990112304688,491.7181701660156
2020-12-09,666.4328002929688,494.7164611816406
2020-12-10,656.3217163085938,490.31573486328125
2020-12-11,654.877197265625,498.5368347167969
2020-12-14,649.83349609375,508.5472412109375
2020-12-15,658.9027099609375,501.0514831542969
2020-12-16,668.09033203125,495.6352844238281
2020-12-17,682.81884765625,493.6524963378906
2020-12-18,668.398193359375,500.1810607910156
2020-12-21,650.0703125,478.27423095703125
2020-12-22,650.283447265625,483.8839111328125
2020-12-23,651.4910888671875,487.0756530761719
2020-12-24,661.6495971679688,496.69915771484375
2020-12-28,669.1085815429688,503.03424072265625
2020-12-29,675.904541015625,511.44873046875
2020-12-30,678.4146118164062,511.4004211425781
2020-12-31,680.2142333984375,517.4937133789062
2021-01-01,674.8863525390625,510.1914367675781
2021-01-04,670.600341796875,514.253662109375
2021-01-05,675.667724609375,519.6214599609375
2021-01-06,672.755126953125,528.761474609375
2021-01-07,670.7188110351562,523.3451538085938
2021-01-08,678.0120239257812,524.263916015625
2021-01-11,687.3889770507812,526.8270874023438
2021-01-12,701.383544921875,530.0187377929688
2021-01-13,696.48193359375,538.2398681640625
2021-01-14,695.5821533203125,535.1448974609375
2021-01-15,694.5875244140625,525.1828002929688
2021-01-18,702.3779907226562,515.6560668945312
2021-01-19,712.2050170898438,528.5196533203125
2021-01-20,706.593017578125,532.9203491210938
2021-01-21,698.4473876953125,534.5645751953125
2021-01-22,683.647705078125,516.28466796875
2021-01-25,692.7879028320312,520.3953247070312
2021-01-27,667.5693969726562,505.21038818359375
2021-01-28,649.501953125,510.9168701171875
2021-01-29,658.5238647460938,519.3796997070312
2021-02-01,699.3707275390625,583.9878540039062
2021-02-02,739.0574951171875,597.09326171875
2021-02-03,745.80615234375,601.92919921875
2021-02-04,747.842529296875,607.6839599609375
2021-02-05,756.6038818359375,593.998291015625
2021-02-08,760.2269287109375,608.9412231445312
2021-02-09,763.3524780273438,612.5682373046875
2021-02-10,749.0975341796875,611.4075927734375
2021-02-11,744.645751953125,609.9568481445312
2021-02-12,749.1921997070312,626.3507080078125
2021-02-15,765.6021118164062,651.8360595703125
2021-02-16,770.3616943359375,636.7479858398438
2021-02-17,751.3471069335938,635.7807006835938
2021-02-18,736.0975952148438,623.4974975585938
2021-02-19,728.8989868164062,603.5734252929688
2021-02-22,733.114013671875,589.83935546875
2021-02-23,724.1868286132812,596.0776977539062
2021-02-24,760.795166015625,620.06396484375
2021-02-25,760.771484375,607.3937377929688
2021-02-26,726.6731567382812,578.1363525390625
2021-03-01,738.276123046875,588.3885498046875
2021-03-02,742.6803588867188,590.4679565429688
2021-03-03,751.5128173828125,611.3591918945312
2021-03-04,735.0320434570312,600.3817138671875
2021-03-05,724.5894165039062,589.4524536132812
2021-03-08,719.61669921875,588.098388671875
2021-03-09,739.9808959960938,604.5889282226562
2021-03-10,736.7842407226562,605.072509765625
2021-03-12,734.9845581054688,592.7408447265625
2021-03-15,723.9500122070312,583.6976928710938
2021-03-16,716.1358032226562,575.42822265625
2021-03-17,708.179443359375,570.1571044921875
2021-03-18,706.119384765625,559.61474609375
2021-03-19,709.1978149414062,567.400634765625
2021-03-22,695.7715454101562,554.6337890625
2021-03-23,710.4527587890625,567.1588745117188
2021-03-24,700.3417358398438,548.8789672851562
2021-03-25,693.0247192382812,552.7960815429688
2021-03-26,706.261474609375,559.5663452148438
2021-03-30,735.8134155273438,572.0430908203125
2021-03-31,707.3744506835938,562.9999389648438
2021-04-01,704.106689453125,574.8963012695312
